"","Taxagroup","Family","Subfamily","Taxon","gra","min","xyl","shr","gat","aff","pff","pre","par","oth"
"615","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus elongatulus Ad.",0,0,0,0,0,0,0,10,0,0
"616","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus elongatulus Lv.",0,0,0,0,0,0,0,10,0,0
"617","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus erythrocephalus Ad.",0,0,0,0,0,0,0,10,0,0
"618","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus erythrocephalus Lv.",0,0,0,0,0,0,0,10,0,0
"619","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus ferrugineus Ad.",0,0,0,0,0,0,0,10,0,0
"620","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus ferrugineus Lv.",0,0,0,0,0,0,0,10,0,0
"621","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus foveolatus Ad.",0,0,0,0,0,0,0,10,0,0
"622","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus foveolatus Lv.",0,0,0,0,0,0,0,10,0,0
"623","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus fuscipennis Ad.",0,0,0,0,0,0,0,10,0,0
"624","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus fuscipennis Lv.",0,0,0,0,0,0,0,10,0,0
"625","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus glabriusculus Ad.",0,0,0,0,0,0,0,10,0,0
"626","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus gyllenhalii Ad.",0,0,0,0,0,0,0,10,0,0
"627","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus gyllenhalii Lv.",0,0,0,0,0,0,0,10,0,0
"628","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus incognitus Ad.",0,0,0,0,0,0,0,10,0,0
"629","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus incognitus Lv.",0,0,0,0,0,0,0,10,0,0
"630","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus kraatzii Ad.",0,0,0,0,0,0,0,10,0,0
"631","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus kraatzii Lv.",0,0,0,0,0,0,0,10,0,0
"632","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus lapponum Ad.",0,0,0,0,0,0,0,8,0,2
"633","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus lapponum Lv.",0,0,0,0,0,0,0,8,0,2
"634","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus longicornis Ad.",0,0,0,0,0,0,0,10,0,0
"635","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus longicornis Lv.",0,0,0,0,0,0,0,10,0,0
"636","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus longulus Ad.",0,0,0,0,0,0,0,10,0,0
"637","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus longulus Lv.",0,0,0,0,0,0,0,10,0,0
"638","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus marginatus Ad.",0,0,0,0,0,0,0,10,0,0
"639","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus marginatus Lv.",0,0,0,0,0,0,0,10,0,0
"640","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus melanarius Ad.",0,0,0,0,0,0,0,10,0,0
"641","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus melanarius Lv.",0,0,0,0,0,0,0,10,0,0
"642","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus memnonius Ad.",0,0,0,0,0,0,0,10,0,0
"643","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus memnonius Lv.",0,0,0,0,0,0,0,10,0,0
"644","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus morio Ad.",0,0,0,0,0,0,0,8,0,2
"645","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus morio Lv.",0,0,0,0,0,0,0,8,0,2
"646","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus neglectus Ad.",0,0,0,0,0,0,0,10,0,0
"647","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus neglectus Lv.",0,0,0,0,0,0,0,10,0,0
"648","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus nigellus Ad.",0,0,0,0,0,0,0,10,0,0
"649","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus nigellus Lv.",0,0,0,0,0,0,0,10,0,0
"650","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus nigrita Ad.",0,0,0,0,0,0,0,10,0,0
"651","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus nigrita Lv.",0,0,0,0,0,0,0,10,0,0
"652","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus nivalis Ad.",0,0,0,0,0,0,0,10,0,0
"653","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus nivalis Lv.",0,0,0,0,0,0,0,10,0,0
"654","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus notabilis Ad.",0,0,0,0,0,0,0,8,0,2
"655","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus notabilis Lv.",0,0,0,0,0,0,0,8,0,2
"656","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus notatus Ad.",0,0,0,0,0,0,0,10,0,0
"657","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus notatus Lv.",0,0,0,0,0,0,0,10,0,0
"658","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus obscurus Ad.",0,0,0,0,0,0,0,10,0,0
"659","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus obscurus Lv.",0,0,0,0,0,0,0,10,0,0
"660","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus obsoletus Ad.",0,0,0,0,0,0,0,5,0,5
"661","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus obsoletus Lv.",0,0,0,0,0,0,0,5,0,5
"662","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus palustris Ad.",0,0,0,0,0,0,0,10,0,0
"663","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus palustris Lv.",0,0,0,0,0,0,0,10,0,0
"664","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus picicornis Ad.",0,0,0,0,0,0,0,8,0,2
"665","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus picicornis Lv.",0,0,0,0,0,0,0,8,0,2
"666","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus planus Ad.",0,0,0,0,0,0,0,10,0,0
"667","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus planus Lv.",0,0,0,0,0,0,0,10,0,0
"668","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus puberulus Ad.",0,0,0,0,0,0,0,8,0,2
"669","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus puberulus Lv.",0,0,0,0,0,0,0,8,0,2
"670","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus pubescens Ad.",0,0,0,0,0,0,0,10,0,0
"671","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus pubescens Lv.",0,0,0,0,0,0,0,10,0,0
"672","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus regularis Ad.",0,0,0,0,0,0,0,8,0,2
"673","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus regularis Lv.",0,0,0,0,0,0,0,8,0,2
"674","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus rufifrons Ad.",0,0,0,0,0,0,0,10,0,0
"675","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus rufifrons Lv.",0,0,0,0,0,0,0,10,0,0
"676","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus scalesianus Ad.",0,0,0,0,0,0,0,10,0,0
"677","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus scalesianus Lv.",0,0,0,0,0,0,0,10,0,0
"678","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus semenovi Ad.",0,0,0,0,0,0,0,8,0,2
"679","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus semenovi Lv.",0,0,0,0,0,0,0,8,0,2
"680","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus striola Ad.",0,0,0,0,0,0,0,10,0,0
"681","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus striola Lv.",0,0,0,0,0,0,0,10,0,0
"682","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus submuticus Ad.",0,0,0,0,0,0,0,8,0,2
"683","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus submuticus Lv.",0,0,0,0,0,0,0,8,0,2
"684","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus tristis Ad.",0,0,0,0,0,0,0,10,0,0
"685","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus tristis Lv.",0,0,0,0,0,0,0,10,0,0
"686","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus umbrosus Ad.",0,0,0,0,0,0,0,10,0,0
"687","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydroporus umbrosus Lv.",0,0,0,0,0,0,0,10,0,0
"688","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydrovatus cuspidatus Ad.",0,0,0,0,0,0,0,10,0,0
"689","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hydrovatus cuspidatus Lv.",0,0,0,0,0,0,0,10,0,0
"690","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus confluens Ad.",0,0,0,0,0,0,0,10,0,0
"691","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus confluens Lv.",0,0,0,0,0,0,0,10,0,0
"692","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus decoratus Ad.",0,0,0,0,0,0,0,10,0,0
"693","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus decoratus Lv.",0,0,0,0,0,0,0,10,0,0
"694","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus impressopunctatus Ad.",0,0,0,0,0,0,0,10,0,0
"695","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus impressopunctatus Lv.",0,0,0,0,0,0,0,10,0,0
"696","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus inaequalis Ad.",0,0,0,0,0,0,0,10,0,0
"697","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus inaequalis Lv.",0,0,0,0,0,0,0,10,0,0
"698","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus marklini Ad.",0,0,0,0,0,0,0,10,0,0
"699","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus marklini Lv.",0,0,0,0,0,0,0,10,0,0
"700","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus nigrolineatus Ad.",0,0,0,0,0,0,0,10,0,0
"701","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus nigrolineatus Lv.",0,0,0,0,0,0,0,10,0,0
"702","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus parallellogrammus",0,0,0,0,0,0,0,10,0,0
"703","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus parallelogrammus Ad.",0,0,0,0,0,0,0,10,0,0
"704","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus quinquelineatus Ad.",0,0,0,0,0,0,0,10,0,0
"705","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus quinquelineatus Lv.",0,0,0,0,0,0,0,10,0,0
"706","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus versicolor Ad.",0,0,0,0,0,0,0,10,0,0
"707","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hygrotus versicolor Lv.",0,0,0,0,0,0,0,10,0,0
"708","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hyphydrus aubei Ad.",0,0,0,0,0,0,0,10,0,0
"709","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hyphydrus aubei Lv.",0,0,0,0,0,0,0,10,0,0
"710","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hyphydrus ovatus Ad.",0,0,0,0,0,0,0,10,0,0
"711","Coleoptera","DYTISCIDAE","HYDROPORINAE","Hyphydrus ovatus Lv.",0,0,0,0,0,0,0,10,0,0
"712","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus assimilis Ad.",0,0,0,0,0,0,0,10,0,0
"713","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus assimilis Lv.",0,0,0,0,0,0,0,10,0,0
"714","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus canaliculatus Ad.",0,0,0,0,0,0,0,10,0,0
"715","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus canaliculatus Lv.",0,0,0,0,0,0,0,10,0,0
"716","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus depressus Ad.",0,0,0,0,0,0,0,10,0,0
"717","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus depressus Lv.",0,0,0,0,0,0,0,10,0,0
"718","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus elegans Ad.",0,0,0,0,0,0,0,10,0,0
"719","Coleoptera","DYTISCIDAE","HYDROPORINAE","Nebrioporus elegans Lv.",0,0,0,0,0,0,0,10,0,0
"720","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes alpinus Ad.",0,0,0,0,0,0,0,10,0,0
"721","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes alpinus Lv.",0,0,0,0,0,0,0,10,0,0
"722","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes davisii Ad.",0,0,0,0,0,0,0,10,0,0
"723","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes davisii Lv.",0,0,0,0,0,0,0,10,0,0
"724","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes sanmarkii Ad.",0,0,0,0,0,0,0,10,0,0
"725","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes sanmarkii Lv.",0,0,0,0,0,0,0,10,0,0
"726","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes septentrionalis Ad.",0,0,0,0,0,0,0,10,0,0
"727","Coleoptera","DYTISCIDAE","HYDROPORINAE","Oreodytes septentrionalis Lv.",0,0,0,0,0,0,0,10,0,0
"728","Coleoptera","DYTISCIDAE","HYDROPORINAE","Porhydrus lineatus Ad.",0,0,0,0,0,0,0,10,0,0
"729","Coleoptera","DYTISCIDAE","HYDROPORINAE","Porhydrus lineatus Lv.",0,0,0,0,0,0,0,10,0,0
"730","Coleoptera","DYTISCIDAE","HYDROPORINAE","Porhydrus obliquesignatus Ad.",0,0,0,0,0,0,0,10,0,0
"731","Coleoptera","DYTISCIDAE","HYDROPORINAE","Porhydrus obliquesignatus Lv.",0,0,0,0,0,0,0,10,0,0
"732","Coleoptera","DYTISCIDAE","HYDROPORINAE","Scarodytes halensis Ad.",0,0,0,0,0,0,0,10,0,0
"733","Coleoptera","DYTISCIDAE","HYDROPORINAE","Scarodytes halensis Lv.",0,0,0,0,0,0,0,10,0,0
"734","Coleoptera","DYTISCIDAE","HYDROPORINAE","Stictonectes lepidus Ad.",0,0,0,0,0,0,0,10,0,0
"735","Coleoptera","DYTISCIDAE","HYDROPORINAE","Stictotarsus duodecimpustulatus Ad.",0,0,0,0,0,0,0,10,0,0
"736","Coleoptera","DYTISCIDAE","HYDROPORINAE","Stictotarsus duodecimpustulatus Lv.",0,0,0,0,0,0,0,10,0,0
"737","Coleoptera","DYTISCIDAE","HYDROPORINAE","Stictotarsus griseostriatus Ad.",0,0,0,0,0,0,0,10,0,0
"738","Coleoptera","DYTISCIDAE","HYDROPORINAE","Suphrodytes dorsalis Ad.",0,0,0,0,0,0,0,10,0,0
"739","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus biguttatus Ad.",0,0,0,0,0,0,0,10,0,0
"740","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus biguttatus Lv.",0,0,0,0,0,0,0,10,0,0
"741","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus hyalinus Ad.",0,0,0,0,0,0,0,10,0,0
"742","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus hyalinus Lv.",0,0,0,0,0,0,0,10,0,0
"743","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus minutus Ad.",0,0,0,0,0,0,0,10,0,0
"744","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus minutus Lv.",0,0,0,0,0,0,0,10,0,0
"745","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus poecilus Ad.",0,0,0,0,0,0,0,10,0,0
"746","Coleoptera","DYTISCIDAE","LACCOPHILINAE","Laccophilus poecilus Lv.",0,0,0,0,0,0,0,10,0,0
"747","Coleoptera","DYTISCIDAE","LACCORNINAE","Laccornis kocae",0,0,0,0,0,0,0,10,0,0
"748","Coleoptera","DYTISCIDAE","LACCORNINAE","Laccornis kocai Ad.",0,0,0,0,0,0,0,10,0,0
"749","Coleoptera","DYTISCIDAE","LACCORNINAE","Laccornis oblongus Ad.",0,0,0,0,0,0,0,10,0,0
"750","Coleoptera","DYTISCIDAE","LACCORNINAE","Laccornis oblongus Lv.",0,0,0,0,0,0,0,10,0,0
"751","Coleoptera","ELMIDAE","ELMINAE","Elmis aenea Ad.",9,0,0,0,1,0,0,0,0,0
"752","Coleoptera","ELMIDAE","ELMINAE","Elmis aenea Lv.",9,0,0,0,1,0,0,0,0,0
"753","Coleoptera","ELMIDAE","ELMINAE","Elmis latreillei Ad.",8,0,0,0,2,0,0,0,0,0
"754","Coleoptera","ELMIDAE","ELMINAE","Elmis latreillei Lv.",8,0,0,0,2,0,0,0,0,0
"755","Coleoptera","ELMIDAE","ELMINAE","Elmis maugetii Ad.",9,0,0,0,1,0,0,0,0,0
"756","Coleoptera","ELMIDAE","ELMINAE","Elmis maugetii Lv.",9,0,0,0,1,0,0,0,0,0
"757","Coleoptera","ELMIDAE","ELMINAE","Elmis obscura Ad.",8,0,0,0,2,0,0,0,0,0
"758","Coleoptera","ELMIDAE","ELMINAE","Elmis obscura Lv.",8,0,0,0,2,0,0,0,0,0
"759","Coleoptera","ELMIDAE","ELMINAE","Elmis rietscheli Ad.",10,0,0,0,0,0,0,0,0,0
"760","Coleoptera","ELMIDAE","ELMINAE","Elmis rietscheli Lv.",10,0,0,0,0,0,0,0,0,0
"761","Coleoptera","ELMIDAE","ELMINAE","Elmis rioloides Ad.",10,0,0,0,0,0,0,0,0,0
"762","Coleoptera","ELMIDAE","ELMINAE","Elmis rioloides Lv.",10,0,0,0,0,0,0,0,0,0
"763","Coleoptera","ELMIDAE","ELMINAE","Esolus angustatus Ad.",8,0,0,0,2,0,0,0,0,0
"764","Coleoptera","ELMIDAE","ELMINAE","Esolus angustatus Lv.",8,0,0,0,2,0,0,0,0,0
"765","Coleoptera","ELMIDAE","ELMINAE","Esolus parallelepipedus Ad.",8,0,0,0,2,0,0,0,0,0
"766","Coleoptera","ELMIDAE","ELMINAE","Esolus parallelepipedus Lv.",8,0,0,0,2,0,0,0,0,0
"767","Coleoptera","ELMIDAE","ELMINAE","Esolus pygmaeus Ad.",8,0,0,0,2,0,0,0,0,0
"768","Coleoptera","ELMIDAE","ELMINAE","Esolus pygmaeus Lv.",8,0,0,0,2,0,0,0,0,0
"769","Coleoptera","ELMIDAE","ELMINAE","Limnius muelleri Ad.",10,0,0,0,0,0,0,0,0,0
"770","Coleoptera","ELMIDAE","ELMINAE","Limnius opacus Ad.",10,0,0,0,0,0,0,0,0,0
"771","Coleoptera","ELMIDAE","ELMINAE","Limnius perrisi Ad.",8,0,0,1,1,0,0,0,0,0
"772","Coleoptera","ELMIDAE","ELMINAE","Limnius perrisi Lv.",10,0,0,0,0,0,0,0,0,0
"773","Coleoptera","ELMIDAE","ELMINAE","Limnius volckmari Ad.",8,0,0,1,1,0,0,0,0,0
"774","Coleoptera","ELMIDAE","ELMINAE","Limnius volckmari Lv.",10,0,0,0,0,0,0,0,0,0
"775","Coleoptera","ELMIDAE","ELMINAE","Macronychus quadrituberculatus Ad.",0,0,10,0,0,0,0,0,0,0
"776","Coleoptera","ELMIDAE","ELMINAE","Macronychus quadrituberculatus Lv.",0,0,10,0,0,0,0,0,0,0
"777","Coleoptera","ELMIDAE","ELMINAE","Normandia nitens Ad.",5,0,0,0,5,0,0,0,0,0
"778","Coleoptera","ELMIDAE","ELMINAE","Normandia sodalis Ad.",10,0,0,0,0,0,0,0,0,0
"779","Coleoptera","ELMIDAE","ELMINAE","Oulimnius major Ad.",5,0,0,0,5,0,0,0,0,0
"780","Coleoptera","ELMIDAE","ELMINAE","Oulimnius rivularis Ad.",5,0,0,0,5,0,0,0,0,0
"781","Coleoptera","ELMIDAE","ELMINAE","Oulimnius troglodytes Ad.",7,0,0,0,3,0,0,0,0,0
"782","Coleoptera","ELMIDAE","ELMINAE","Oulimnius troglodytes Lv.",7,0,0,0,3,0,0,0,0,0
"783","Coleoptera","ELMIDAE","ELMINAE","Oulimnius tuberculatus Ad.",7,0,0,0,3,0,0,0,0,0
"784","Coleoptera","ELMIDAE","ELMINAE","Oulimnius tuberculatus Lv.",7,0,0,0,3,0,0,0,0,0
"785","Coleoptera","ELMIDAE","ELMINAE","Riolus cupreus Ad.",9,0,0,0,1,0,0,0,0,0
"786","Coleoptera","ELMIDAE","ELMINAE","Riolus cupreus Lv.",9,0,0,0,1,0,0,0,0,0
"787","Coleoptera","ELMIDAE","ELMINAE","Riolus illiesi Ad.",10,0,0,0,0,0,0,0,0,0
"788","Coleoptera","ELMIDAE","ELMINAE","Riolus subviolaceus Ad.",8,0,0,0,2,0,0,0,0,0
"789","Coleoptera","ELMIDAE","ELMINAE","Riolus subviolaceus Lv.",8,0,0,0,2,0,0,0,0,0
"790","Coleoptera","ELMIDAE","ELMINAE","Stenelmis canaliculata Ad.",5,0,0,0,5,0,0,0,0,0
"791","Coleoptera","ELMIDAE","ELMINAE","Stenelmis canaliculata Lv.",10,0,0,0,0,0,0,0,0,0
"792","Coleoptera","ELMIDAE","ELMINAE","Stenelmis consobrina Ad.",10,0,0,0,0,0,0,0,0,0
"793","Coleoptera","ELMIDAE","ELMINAE","Stenelmis consobrina Lv.",10,0,0,0,0,0,0,0,0,0
"794","Coleoptera","ELMIDAE","LARAINAE","Potamophilus acuminatus Ad.",0,0,10,0,0,0,0,0,0,0
"795","Coleoptera","ELMIDAE","LARAINAE","Potamophilus acuminatus Lv.",0,0,10,0,0,0,0,0,0,0
"796","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus aeratus Ad.",0,0,0,0,0,0,0,8,0,2
"797","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus aeratus Lv.",0,0,0,0,0,0,0,8,0,2
"798","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus caspius Ad.",0,0,0,0,0,0,0,10,0,0
"799","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus colymbus Ad.",0,0,0,0,0,0,0,10,0,0
"800","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus colymbus Lv.",0,0,0,0,0,0,0,10,0,0
"801","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus distinctus Ad.",0,0,0,0,0,0,0,10,0,0
"802","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus distinctus Lv.",0,0,0,0,0,0,0,10,0,0
"803","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus marinus Ad.",0,0,0,0,0,0,0,10,0,0
"804","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus marinus Lv.",0,0,0,0,0,0,0,10,0,0
"805","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus minutus Ad.",0,0,0,0,0,0,0,10,0,0
"806","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus minutus Lv.",0,0,0,0,0,0,0,10,0,0
"807","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus natator Ad.",0,0,0,0,0,0,0,9,0,1
"808","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus natator Lv.",0,0,0,0,0,0,0,9,0,1
"809","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus opacus Ad.",0,0,0,0,0,0,0,8,0,2
"810","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus opacus Lv.",0,0,0,0,0,0,0,8,0,2
"811","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus paykulli Ad.",0,0,0,0,0,0,0,10,0,0
"812","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus paykulli Lv.",0,0,0,0,0,0,0,10,0,0
"813","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus pullatus Ad.",0,0,0,0,0,0,0,8,0,2
"814","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus pullatus Lv.",0,0,0,0,0,0,0,8,0,2
"815","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus substriatus Ad.",0,0,0,0,0,0,0,10,0,0
"816","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus substriatus Lv.",0,0,0,0,0,0,0,10,0,0
"817","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus suffriani Ad.",0,0,0,0,0,0,0,10,0,0
"818","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus suffriani Lv.",0,0,0,0,0,0,0,10,0,0
"819","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus urinator Ad.",0,0,0,0,0,0,0,10,0,0
"820","Coleoptera","GYRINIDAE","GYRININAE","Gyrinus urinator Lv.",0,0,0,0,0,0,0,10,0,0
"821","Coleoptera","GYRINIDAE","ORECTOCHILINAE","Aulonogyrus concinnus Ad.",0,0,0,0,0,0,0,10,0,0
"822","Coleoptera","GYRINIDAE","ORECTOCHILINAE","Aulonogyrus concinnus Lv.",0,0,0,0,0,0,0,10,0,0
"823","Coleoptera","GYRINIDAE","ORECTOCHILINAE","Orectochilus villosus Ad.",0,0,0,0,0,0,0,10,0,0
"824","Coleoptera","GYRINIDAE","ORECTOCHILINAE","Orectochilus villosus Lv.",0,0,0,0,0,0,0,10,0,0
"825","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Brychius elevatus Ad.",6,0,0,0,2,0,0,2,0,0
"826","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Brychius elevatus Lv.",6,0,0,0,2,0,0,2,0,0
"827","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Haliplus apicalis Ad.",0,6,0,0,0,0,0,4,0,0
"828","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Haliplus apicalis Lv.",0,0,0,0,0,0,0,0,0,10
"829","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Haliplus confinis Ad.",3,5,0,0,0,0,0,2,0,0
"830","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Haliplus confinis Lv.",0,0,0,0,0,0,0,0,0,10
"831","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Haliplus flavicollis Ad.",3,0,0,0,0,0,0,7,0,0
"832","Coleoptera","HALIPLIDAE","[Fam:HALIPLIDAE]","Haliplus flavicollis Lv.",0,0,0,0,0,0,0,0,0,10
