Order,Family,Genus,Volt,Sync,Emer1,Emer2,Fe_disp,Flgt,Size,Resp,Rheo,Ther,Loco1,Loco2,Feed1,Feed2,Devl,Adult_life,Exit,Desi,Drft,Crwl,Swim,Atch,Armr,Form,Sali,Ovip_beha,Egg,pH,Fecu,Micro,Diap,Turb,Disp_dis,Disp,Total_life,Sapr,Trop,Dist,Repr,Food,Meta,Ovip,Disp_capa,Flex
Trichoptera,Xiphocentronidae,Drepanocentron,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichoptera,Xiphocentronidae,Xiphocentron,NA,NA,1,NA,NA,NA,1,NA,NA,3,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lepidoptera,Crambidae,Nymphula,3,NA,NA,NA,1,2,2,1,1,3,1,1,5,NA,NA,2,2,2,1,1,1,2,1,1,NA,6,NA,NA,NA,NA,1,3,1,4,NA,NA,NA,1,2,2,3,1,NA,NA
Lepidoptera,Nymphulinae,Neoschoenobia,2,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,4,NA,NA,2,2,2,1,NA,NA,NA,1,1,NA,5,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Lepidoptera,Pyralidae,Eoophyla,3,1,NA,NA,2,NA,1,NA,NA,3,1,NA,NA,NA,NA,2,1,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA
Coleoptera,Chrysomelidae,Donacia,2,1,NA,NA,1,2,1,3,2,3,1,2,5,NA,2,3,2,2,1,1,2,3,2,2,1,6,2,NA,1,8,NA,2,NA,4,2,3,3,NA,2,2,2,2,NA,NA
Coleoptera,Chrysomelidae ,Galerucella,3,2,NA,NA,2,NA,1,3,2,3,1,1,5,NA,NA,2,2,2,2,1,NA,3,2,2,NA,6,3,NA,1,NA,NA,2,NA,4,NA,NA,NA,NA,2,NA,2,2,NA,NA
Coleoptera,Dytiscidae,Copelatus,2,2,1,2,2,1,1,1,1,3,4,4,1,NA,2,3,2,1,1,3,3,1,3,3,1,NA,NA,2,2,8,NA,1,NA,2,2,6,3,NA,2,3,3,1,NA,NA
Coleoptera,Dytiscidae,Hydaticus,2,2,1,2,2,2,2,1,1,3,4,4,1,NA,3,3,2,1,1,3,3,1,2,3,1,6,NA,NA,2,8,NA,3,4,4,2,3,3,NA,2,3,3,1,NA,NA
Coleoptera,Dytiscidae,Hydrovatus,3,2,1,2,2,2,1,1,1,3,4,NA,1,NA,2,3,2,1,1,3,1,1,1,4,1,NA,NA,2,1,8,NA,1,NA,2,2,2,3,NA,2,3,3,1,NA,NA
Coleoptera,Elmidae,Gonielmis,1,2,NA,NA,1,1,1,2,2,2,1,4,2,NA,3,2,2,2,1,2,1,1,2,1,NA,8,3,NA,1,5,NA,1,3,4,NA,NA,NA,NA,2,1,3,1,NA,3
Coleoptera,Elmidae,Grouvellinus,2,2,NA,NA,1,1,1,1,2,2,1,NA,2,NA,3,2,2,2,1,2,1,1,2,3,NA,8,3,NA,1,5,NA,1,3,4,2,NA,NA,NA,2,NA,3,1,NA,NA
Coleoptera,Elmidae,Macronychus,2,2,2,3,2,1,1,1,3,1,1,NA,2,3,3,3,1,2,2,2,1,1,2,3,NA,8,3,NA,1,6,NA,1,3,4,2,NA,NA,NA,2,NA,3,1,NA,NA
Coleoptera,Elmidae,Microcylloepus,1,2,2,NA,2,1,1,1,2,3,1,1,2,4,3,3,1,2,2,2,1,1,2,3,NA,8,3,NA,1,3,NA,1,3,4,NA,NA,NA,NA,2,1,3,1,NA,1
Coleoptera,Elmidae,Optioservus,1,2,NA,NA,2,1,1,1,3,1,1,NA,4,2,3,3,1,2,2,2,1,1,2,3,1,8,3,NA,1,3,NA,1,3,4,NA,NA,NA,NA,2,NA,3,1,NA,NA
Coleoptera,Elmidae,Oulimnius,1,2,NA,NA,1,1,1,1,3,1,1,NA,4,NA,3,3,1,2,2,2,1,1,2,3,1,8,3,NA,1,5,NA,1,3,4,2,3,1,NA,2,2,3,1,NA,NA
Coleoptera,Elmidae,Stenelmis,2,2,1,3,2,1,1,1,2,3,1,NA,4,2,3,3,1,2,2,2,1,1,2,3,1,8,3,3,1,5,NA,1,3,2,2,3,2,NA,2,2,3,1,NA,NA
Coleoptera,Gyrinidae,Dineutus,2,1,2,2,2,2,2,2,1,2,4,4,1,NA,3,3,2,2,2,1,3,1,2,3,1,6,2,4,1,NA,NA,3,3,2,NA,6,NA,1,2,3,3,1,NA,NA
Coleoptera,Gyrinidae,Gyretes,2,1,2,NA,2,2,1,1,1,2,4,4,1,NA,3,3,2,2,2,1,3,1,2,3,1,6,NA,4,1,NA,NA,3,3,2,NA,6,NA,1,2,3,3,1,NA,NA
Coleoptera,Hydrophilidae,Berosus,2,1,2,3,1,2,1,2,1,2,4,1,4,5,2,3,2,2,1,NA,2,1,2,3,NA,6,2,NA,1,NA,NA,NA,NA,4,2,4,3,1,3,2,3,1,NA,1
Coleoptera,Lampyridae,Luciola,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coleoptera,Psephenidae,Malacopsephus,1,1,2,NA,NA,NA,1,2,3,3,1,NA,4,NA,1,NA,2,2,2,NA,NA,3,2,4,NA,8,3,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,NA,NA,NA
Coleoptera,Psephenidae,Nipponeubria,1,1,2,NA,NA,NA,1,2,3,3,1,NA,4,NA,1,NA,2,2,2,NA,NA,3,2,4,NA,8,3,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,NA,3,NA,NA,NA
Coleoptera,Psephenidae,Psephenus,1,1,2,NA,1,1,2,2,3,2,1,NA,4,2,2,2,1,1,1,1,1,2,2,4,NA,8,3,NA,NA,5,NA,NA,NA,2,NA,NA,NA,NA,2,1,3,NA,NA,2
Coleoptera,Ptilodactylidae,Stenocolus,1,NA,2,NA,NA,2,2,2,1,NA,2,2,4,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
Coleoptera,Scirtidae,Cyphon,2,2,NA,NA,1,1,1,3,1,3,1,NA,NA,NA,3,3,2,1,2,2,2,1,2,4,1,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,3,NA,2,2,3,2,NA,2
Coleoptera,Scirtidae,Hydrocyphon,2,2,NA,NA,1,1,1,2,2,3,1,NA,2,NA,3,3,2,1,NA,2,2,1,2,4,1,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,2,NA,2,2,3,2,NA,2
Diptera,Athericidae,Atherix,2,1,2,2,1,1,2,1,2,3,1,2,1,6,2,1,1,1,1,2,1,1,2,1,1,9,2,NA,2,5,NA,NA,NA,NA,NA,3,1,NA,NA,3,3,2,NA,3
Diptera,Athericidae,Metacnephla,2,1,NA,NA,1,NA,2,3,2,3,1,NA,1,NA,NA,3,3,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
Diptera,Athericidae,Suragina,2,1,NA,NA,1,1,2,3,2,3,1,2,1,NA,NA,NA,2,1,NA,2,1,1,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA
Diptera,Blephariceridae,Philorus,2,1,2,NA,1,1,1,2,3,1,1,1,4,NA,2,1,1,1,1,1,1,2,3,4,NA,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,2
Diptera,Ceratopogonidae,Atrichopogon,3,2,1,NA,1,1,1,1,2,3,1,1,1,NA,1,1,1,1,1,1,1,1,2,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,2
Diptera,Ceratopogonidae,Bezzia,3,2,1,NA,1,1,1,1,2,3,2,4,1,NA,1,1,1,1,1,1,1,1,2,2,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,3,1,NA,2
Diptera,Chironomidae,Chironominae,3,1,NA,NA,2,1,1,2,1,2,1,NA,1,NA,1,1,2,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
Diptera,Deuterophlebiidae,Deuterophlebia,2,1,2,2,1,1,1,1,3,1,1,1,4,NA,2,1,1,1,1,1,1,2,3,4,NA,5,2,NA,1,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diptera,Deuterophllobldae,Deuterophlobal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diptera,Dixidae,Dixella,2,1,NA,NA,1,1,2,3,2,2,4,1,2,3,NA,NA,NA,2,1,NA,NA,1,NA,1,1,9,1,NA,NA,11,NA,NA,NA,1,1,NA,2,2,2,3,3,1,NA,3
Diptera,Empididae,Hemerodromia,3,2,NA,NA,1,1,2,1,2,3,1,2,1,2,2,1,2,1,1,2,1,1,1,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,1,3
Diptera,Orthocladiiae,Orthocladiinae,2,1,NA,NA,2,1,1,2,2,1,1,NA,2,NA,1,1,2,1,3,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,3
Diptera,Psychodidae,Maruina,2,1,NA,NA,1,1,1,3,3,1,1,NA,4,NA,1,1,1,1,1,1,1,2,2,4,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,4,NA,1,2,1,3,1,NA,2
Diptera,Psychodidae,Pricoma,3,1,NA,NA,1,1,1,3,1,2,1,NA,2,NA,NA,1,1,1,1,1,1,2,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,4,NA,1,2,1,3,1,NA,NA
Diptera,Psychodidae ,Pericoma,2,2,NA,NA,1,1,1,1,1,2,2,NA,2,NA,1,1,1,1,1,1,1,1,2,2,1,NA,NA,NA,2,8,NA,NA,NA,1,NA,4,NA,3,2,1,3,1,NA,NA
Diptera,Simuliidae,Prosimulium,2,1,1,1,1,2,1,1,3,1,1,NA,3,4,1,1,1,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,3
Diptera,Simuliidae,Simulium,3,1,1,3,1,2,1,1,3,3,1,NA,3,4,NA,1,1,2,3,2,1,3,1,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,3
Diptera,Tabanidae,Tabanus,2,2,NA,NA,1,NA,3,3,1,4,2,1,1,NA,1,3,1,1,1,3,NA,1,2,1,1,NA,NA,NA,2,NA,NA,NA,NA,4,NA,6,NA,NA,5,1,3,2,1,3
Diptera,Tanypodinae,Tanypodinae,2,1,NA,NA,2,1,1,2,3,3,1,NA,1,NA,1,1,2,1,3,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,3,1,1,3
Diptera,Tipulidae,Antocha,3,2,1,3,1,1,2,2,2,3,1,NA,2,NA,2,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,3,2,NA,1,1,NA,1,3,1,NA,NA
Diptera,Tipulidae,Dicranota,2,2,NA,NA,1,1,2,2,2,2,2,NA,1,NA,2,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,1,2,NA,1,1,NA,1,3,1,NA,NA
Diptera,Tipulidae,Emodotipula,2,2,NA,NA,1,1,2,2,2,3,1,NA,5,NA,NA,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,3,1,NA,NA
Diptera,Tipulidae,Hexatoma,2,2,NA,NA,1,1,2,2,2,2,2,1,1,NA,2,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,3,1,NA,3
Diptera,Tipulidae,Pedicia,2,2,NA,NA,1,1,2,2,2,1,2,NA,1,NA,NA,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,3,1,NA,NA
Diptera,Tipulidae,Tipula,2,2,1,2,1,1,2,2,2,2,2,NA,5,NA,2,2,1,2,1,2,1,1,1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,1,1,NA,1,3,1,NA,NA
